Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
30,Female,71000,558,489,4,52677,73,No,West Bengal,Kolkata,64.0529710449024,Freelancer,97,Writer
69,Female,132000,848,524,9,127265,188,Yes,Kerala,Kochi,68.8059957861475,Salaried,95,Banker
62,Female,181000,660,609,6,114433,175,Yes,Karnataka,Bengaluru,95,Salaried,78,Software Engineer
52,Female,124000,795,75,9,150000,90,Yes,Maharashtra,Mumbai,61.3454082188949,Salaried,96,Doctor
58,Female,130000,850,310,10,116686,317,Yes,Tamil Nadu,Nellikuppam,77.1713336806736,Salaried,98,Software Engineer
67,Male,144000,783,133,8,150000,329,Yes,Kerala,Thiruvananthapuram,58.5343001536542,Salaried,100,Banker
27,Other,66000,537,408,4,136685,100,No,Kerala,Kochi,83.7642364933523,Self-Employed,89,Contractor
49,Other,81000,539,355,4,70386,17,No,Tamil Nadu,Bishanpura,51.0397073956339,Unemployed,74,NA
62,Male,160000,406,578,1,150000,32,No,Kerala,Thiruvananthapuram,90.5885763175823,Salaried,65,Doctor
20,Male,40000,722,323,7,149544,184,Yes,Tamil Nadu,Chennai,65.6099662270363,Salaried,99,Software Engineer
56,Female,90000,765,226,8,150000,195,Yes,Uttar Pradesh,Kanpur,59.4207113991833,Self-Employed,98,Contractor
43,Female,126000,850,553,10,92227,74,Yes,Maharashtra,Mumbai,49.050581767689,Self-Employed,100,Contractor
25,Other,55000,613,571,5,85027,103,No,Uttar Pradesh,Kanpur,95,Salaried,95,Banker
54,Male,67000,807,271,9,87386,241,Yes,West Bengal,Kolkata,40,Salaried,90,Civil Servant
31,Female,65000,465,436,3,134905,20,No,Delhi,New Delhi,68.1688543533388,Salaried,73,Civil Servant
50,Male,35000,484,368,3,130419,23,No,Kerala,Thiruvananthapuram,82.2556383405649,Freelancer,48,Photographer
52,Female,106000,640,160,6,95002,223,No,Rajasthan,Jaipur,91.2444869542185,Salaried,71,Banker
51,Male,115000,728,124,7,150000,237,Yes,Tamil Nadu,Coimbatore,44.946570485015,Self-Employed,100,Contractor
38,Male,26000,499,284,3,105638,90,No,Tamil Nadu,Coimbatore,95,Salaried,45,Doctor
30,Female,76000,493,542,3,150000,69,No,Rajasthan,Udaipur,80.946351911593,Salaried,68,Doctor
56,Male,144000,675,250,6,107548,150,Yes,Rajasthan,Jaipur,95,Salaried,73,Banker
70,Female,125000,850,305,10,65133,215,Yes,Kerala,Thiruvananthapuram,77.7992999504009,Self-Employed,95,Contractor
19,Male,11000,638,573,6,43646,86,No,Kerala,Thiruvananthapuram,75.3286732432628,Freelancer,82,Graphic Designer
32,Male,50000,443,147,2,31063,16,No,Gujarat,Ahmedabad,95,Salaried,55,Teacher
63,Female,140000,793,110,8,150000,79,Yes,Rajasthan,Jaipur,81.21293418652,Self-Employed,100,Business Owner
60,Male,90000,449,585,2,150000,48,No,Delhi,New Delhi,85.0909253490199,Student,52,Student
70,Female,181000,500,63,3,53449,44,No,Tamil Nadu,Channarayapatna,70.0364462775618,Self-Employed,76,Farmer
29,Male,73000,337,211,0,150000,87,No,Karnataka,Bengaluru,89.1061818934351,Self-Employed,23,Business Owner
69,Male,141000,382,12,1,150000,17,No,Telangana,Hyderabad,77.7737307654556,Salaried,64,Banker
24,Female,33000,523,36,4,150000,55,No,Karnataka,Dhulagori,68.1910836881702,Self-Employed,87,Farmer
27,Female,14000,657,91,6,20658,295,Yes,Kerala,Kochi,95,Salaried,96,Banker
41,Male,44000,451,491,2,52249,100,No,Rajasthan,Jaipur,66.7837115017396,Unemployed,78,NA
51,Male,112000,850,602,10,150000,192,Yes,Kerala,Thiruvananthapuram,40,Self-Employed,90,Farmer
42,Female,119000,753,313,8,102060,110,Yes,Maharashtra,Mumbai,74.6139319166023,Salaried,92,Banker
69,Female,204000,696,43,7,77853,338,Yes,Uttar Pradesh,Channarayapatna,95,Self-Employed,83,Contractor
54,Male,100000,786,490,8,150000,265,Yes,West Bengal,Kolkata,78.9633361013279,Self-Employed,100,Farmer
59,Female,145000,836,540,9,104694,77,Yes,Delhi,New Delhi,69.3984999669203,Salaried,100,Teacher
70,Other,123000,413,535,2,132600,19,No,Rajasthan,Jaipur,92.6501906506408,Salaried,64,Teacher
69,Female,192000,750,71,8,128509,89,Yes,Tamil Nadu,Chennai,40,Self-Employed,100,Contractor
70,Male,124000,508,182,3,150000,91,No,Delhi,New Delhi,93.6001085065246,Self-Employed,47,Contractor
43,Male,60000,363,95,1,150000,105,No,Gujarat,Ahmedabad,84.0577752541951,Self-Employed,36,Business Owner
56,Male,165000,459,164,2,150000,12,No,Uttar Pradesh,Lucknow,72.7148422156471,Salaried,56,Teacher
23,Female,48000,574,578,4,149741,97,No,Tamil Nadu,Chennai,95,Freelancer,79,Independent Consultant
50,Female,103000,850,113,10,107099,176,Yes,West Bengal,Kolkata,44.0375947641565,Self-Employed,100,Contractor
60,Male,149000,850,561,10,120697,204,Yes,Kerala,Thiruvananthapuram,73.4925782066536,Self-Employed,96,Farmer
46,Female,77000,600,133,5,63058,20,No,Maharashtra,Nellikuppam,50.6870671536933,Self-Employed,95,Farmer
20,Male,20000,693,217,7,33992,108,Yes,Maharashtra,Pune,95,Self-Employed,82,Contractor
60,Female,93000,387,428,1,122287,39,No,Tamil Nadu,Coimbatore,91.5899290791047,Freelancer,38,Independent Consultant
49,Male,136000,624,183,5,150000,214,No,Uttar Pradesh,Lucknow,57.4483823308371,Self-Employed,98,Shopkeeper
46,Other,79000,684,345,6,109022,245,Yes,Telangana,Hyderabad,73.6203790881942,Salaried,100,Doctor
47,Female,130000,574,526,4,83296,30,No,West Bengal,Kolkata,95,Salaried,62,Teacher
38,Female,42000,502,448,3,119804,119,No,Tamil Nadu,Chennai,81.7986353968782,Self-Employed,47,Contractor
67,Female,194000,661,434,6,122225,308,Yes,Karnataka,Bengaluru,89.2815422828992,Salaried,98,Software Engineer
34,Female,98000,475,123,3,150000,49,No,Maharashtra,Nellikuppam,70.9142141878984,Salaried,74,Doctor
31,Other,20000,714,578,7,100084,249,Yes,Tamil Nadu,Coimbatore,40,Self-Employed,96,Farmer
53,Male,45000,628,174,5,150000,347,No,Delhi,New Delhi,95,Self-Employed,70,Farmer
55,Female,114000,594,575,5,77717,59,No,West Bengal,Manjari,64.5619590563714,Self-Employed,93,Contractor
34,Female,30000,421,607,2,74168,107,No,Tamil Nadu,Bishanpura,56.1959960623827,Freelancer,62,Photographer
55,Male,108000,783,231,8,107126,243,Yes,West Bengal,Kolkata,85.2405254920824,Self-Employed,100,Business Owner
52,Male,43000,672,65,6,70565,295,Yes,Karnataka,Mysuru,91.0171462170113,Salaried,77,Software Engineer
20,Male,16000,752,220,8,15308,248,Yes,Delhi,New Delhi,40,Self-Employed,97,Shopkeeper
29,Male,73000,762,497,8,104807,322,Yes,Tamil Nadu,Manjari,60.4256578569162,Self-Employed,100,Business Owner
36,Other,104000,704,266,7,142093,64,Yes,Kerala,Thiruvananthapuram,65.9236088283906,Salaried,100,Teacher
32,Male,83000,704,105,7,82333,110,Yes,Maharashtra,Bishanpura,56.0879642185886,Salaried,93,Software Engineer
41,Male,83000,344,561,0,88802,92,No,Delhi,New Delhi,50.0640445811008,Salaried,84,Software Engineer
31,Male,16000,399,319,1,17165,115,No,Maharashtra,Pune,85.0467082981784,Salaried,65,Civil Servant
52,Female,53000,489,21,3,113750,82,No,Gujarat,Ahmedabad,93.2122694796411,Salaried,62,Teacher
50,Male,63000,631,158,6,120857,248,No,Delhi,Channarayapatna,82.7045496053992,Self-Employed,70,Shopkeeper
50,Male,139000,841,518,9,106583,96,Yes,Gujarat,Surat,59.6799466841614,Salaried,99,Software Engineer
63,Male,89000,507,512,3,83865,87,No,Kerala,Kochi,95,Student,61,Student
57,Male,45000,761,571,8,55614,84,Yes,Karnataka,Bengaluru,76.5506763326712,Self-Employed,100,Contractor
41,Female,29000,804,325,9,97578,87,Yes,Karnataka,Mysuru,72.9406465896936,Salaried,100,Teacher
37,Male,57000,838,580,9,52920,250,Yes,Maharashtra,Mumbai,40,Salaried,100,Teacher
23,Female,48000,772,544,8,118167,281,Yes,Telangana,Hyderabad,58.0686287743754,Self-Employed,90,Shopkeeper
47,Male,135000,523,285,4,150000,15,No,Maharashtra,Pune,50.5930023123442,Salaried,100,Software Engineer
25,Male,33000,392,170,1,95498,20,No,Telangana,Hyderabad,54.9312928362245,Salaried,62,Banker
61,Male,181000,650,137,6,140409,162,No,Telangana,Hyderabad,60.4703606371508,Self-Employed,93,Shopkeeper
36,Male,89000,362,60,1,150000,105,No,Tamil Nadu,Chennai,75.2261384362759,Self-Employed,61,Business Owner
48,Female,61000,378,351,1,89485,62,No,Gujarat,Nellikuppam,95,Freelancer,25,Photographer
38,Female,79000,808,576,9,150000,65,Yes,Tamil Nadu,Chennai,40,Student,98,Student
53,Male,42000,479,141,3,150000,83,No,Uttar Pradesh,Lucknow,95,Student,30,Student
26,Male,70000,753,548,8,150000,87,Yes,West Bengal,Kolkata,68.4390428740274,Salaried,100,Software Engineer
37,Female,94000,762,171,8,150000,254,Yes,Delhi,New Delhi,49.3531262808819,Salaried,100,Teacher
68,Female,111000,810,528,9,150000,217,Yes,Tamil Nadu,Coimbatore,63.101869295969,Salaried,100,Software Engineer
21,Female,24000,648,416,6,115560,81,No,Karnataka,Mysuru,71.2804871725785,Self-Employed,90,Farmer
38,Male,97000,463,145,2,53717,17,No,Telangana,Dhulagori,59.5993933650005,Self-Employed,85,Farmer
26,Male,30000,499,329,3,137731,88,No,Telangana,Hyderabad,62.4726500042657,Salaried,98,Banker
42,Male,52000,453,266,2,114033,108,No,Tamil Nadu,Chennai,81.7779631861625,Self-Employed,52,Contractor
65,Male,161000,409,143,1,74151,53,No,Telangana,Hyderabad,95,Student,39,Student
55,Male,87000,554,409,4,113301,39,No,Tamil Nadu,Coimbatore,55.0655046544448,Salaried,100,Teacher
20,Male,17000,300,65,0,28982,90,No,Rajasthan,Jaipur,59.4903530366263,Salaried,43,Civil Servant
55,Female,112000,813,601,9,81354,290,Yes,Maharashtra,Pune,63.7862248454673,Salaried,100,Software Engineer
36,Male,82000,797,142,9,145868,321,Yes,Kerala,Kochi,80.3865885803928,Salaried,100,Teacher
35,Female,31000,439,235,2,123378,86,No,Uttar Pradesh,Lucknow,63.2547530578059,Unemployed,45,NA
43,Other,38000,667,34,6,116994,328,Yes,Rajasthan,Udaipur,51.6771304347842,Unemployed,100,NA
41,Female,116000,621,600,5,150000,120,No,Delhi,New Delhi,95,Salaried,82,Civil Servant
50,Male,77000,578,201,5,150000,106,No,West Bengal,Kolkata,85.9812198753162,Salaried,88,Software Engineer
34,Male,48000,701,320,7,143417,223,Yes,Delhi,New Delhi,43.7866463738284,Salaried,91,Software Engineer
44,Male,50000,661,342,6,95309,66,Yes,Karnataka,Bengaluru,77.1262923345117,Self-Employed,93,Shopkeeper
57,Female,168000,621,324,5,150000,198,No,Karnataka,Mysuru,95,Salaried,84,Teacher
22,Male,44000,703,290,7,53762,172,Yes,Tamil Nadu,Chennai,42.5159927684822,Salaried,91,Doctor
58,Female,151000,850,504,10,150000,136,Yes,West Bengal,Kolkata,73.1439675774358,Self-Employed,98,Contractor
63,Female,114000,633,28,6,90132,270,No,Karnataka,Mysuru,89.4024315335719,Salaried,91,Banker
53,Male,112000,428,401,2,150000,68,No,Kerala,Thiruvananthapuram,53.54475658911,Salaried,91,Civil Servant
26,Female,39000,727,518,7,35328,176,Yes,West Bengal,Manjari,78.2553129146473,Salaried,99,Banker
19,Male,27000,300,178,0,68353,32,No,Karnataka,Mysuru,80.2074107141934,Student,6,Student
61,Female,81000,357,456,1,150000,41,No,Rajasthan,Jaipur,88.6499976100997,Salaried,52,Teacher
44,Female,87000,582,445,5,62946,110,No,Maharashtra,Nagpur,95,Self-Employed,59,Farmer
25,Male,23000,544,598,4,74228,98,No,Rajasthan,Udaipur,95,Self-Employed,75,Farmer
52,Female,84000,389,600,1,122576,38,No,Tamil Nadu,Coimbatore,55.9321689140805,Student,77,Student
44,Male,47000,310,330,0,52072,39,No,Telangana,Nellikuppam,95,Freelancer,25,Independent Consultant
40,Female,112000,777,442,8,150000,349,Yes,Maharashtra,Mumbai,75.2208704747206,Unemployed,91,NA
36,Male,43000,521,174,4,36891,69,No,Telangana,Hyderabad,71.0426973252367,Self-Employed,72,Shopkeeper
55,Female,137000,664,331,6,55304,102,Yes,Tamil Nadu,Channarayapatna,95,Salaried,87,Banker
40,Female,22000,349,33,0,22625,83,No,Telangana,Hyderabad,93.5724501230794,Unemployed,11,NA
38,Female,39000,368,504,1,45365,81,No,Gujarat,Surat,50.7452560012762,Salaried,73,Teacher
27,Female,75000,850,488,10,150000,131,Yes,Telangana,Hyderabad,74.9764540659849,Self-Employed,95,Business Owner
37,Female,94000,610,288,5,148467,301,No,Delhi,Bishanpura,95,Self-Employed,66,Business Owner
28,Female,45000,515,447,3,116538,85,No,Maharashtra,Mumbai,84.0638023608585,Unemployed,41,NA
29,Female,27000,760,58,8,52411,273,Yes,Gujarat,Ahmedabad,40,Salaried,94,Software Engineer
26,Male,21000,686,240,7,41836,275,Yes,Gujarat,Surat,95,Salaried,80,Doctor
40,Male,69000,341,148,0,110359,12,No,Delhi,New Delhi,78.598682906391,Salaried,51,Teacher
57,Male,110000,529,203,4,81453,12,No,Kerala,Nellikuppam,72.7998726459151,Freelancer,76,Photographer
30,Male,54000,362,533,1,118740,97,No,Rajasthan,Jaipur,92.2090951969953,Self-Employed,10,Farmer
61,Female,171000,845,174,9,72535,259,Yes,Tamil Nadu,Chennai,67.6710105018203,Self-Employed,93,Contractor
31,Male,73000,676,600,6,105121,315,Yes,Rajasthan,Jaipur,52.7791636298023,Freelancer,98,Writer
22,Female,64000,657,212,6,50676,189,Yes,Tamil Nadu,Coimbatore,80.8197585633092,Freelancer,88,Writer
49,Male,58000,779,185,8,34406,323,Yes,Telangana,Hyderabad,81.6706176040676,Salaried,100,Doctor
48,Male,73000,550,349,4,77916,113,No,Uttar Pradesh,Kanpur,75.140062598677,Salaried,85,Banker
47,Male,133000,835,363,9,149354,140,Yes,Telangana,Hyderabad,40,Self-Employed,100,Shopkeeper
28,Male,32000,366,504,1,17511,24,No,Tamil Nadu,Chennai,66.106060981794,Salaried,58,Banker
27,Male,26000,757,451,8,38669,336,Yes,Kerala,Dhulagori,40,Student,100,Student
51,Female,106000,637,412,6,141611,226,No,Tamil Nadu,Coimbatore,95,Salaried,72,Teacher
66,Female,192000,454,314,2,150000,72,No,Rajasthan,Jaipur,78.1182394718448,Salaried,77,Doctor
23,Male,59000,331,213,0,124566,99,No,Telangana,Hyderabad,68.2093069305388,Freelancer,40,Graphic Designer
32,Female,75000,496,539,3,59947,82,No,Uttar Pradesh,Kanpur,61.4587794968751,Salaried,94,Software Engineer
40,Male,119000,842,289,9,62647,123,Yes,Kerala,Kochi,50.4423332775333,Salaried,96,Software Engineer
35,Female,69000,387,203,1,64821,72,No,Kerala,Kochi,58.8109062489907,Self-Employed,84,Shopkeeper
63,Female,70000,569,493,4,119556,66,No,Telangana,Hyderabad,67.3569550790171,Unemployed,97,NA
48,Male,58000,640,314,6,72266,288,No,Kerala,Thiruvananthapuram,95,Salaried,92,Software Engineer
18,Male,31000,448,459,2,21434,75,No,Uttar Pradesh,Kanpur,56.0150596518049,Salaried,97,Doctor
41,Female,122000,783,216,8,150000,345,Yes,Uttar Pradesh,Kanpur,44.0975042212431,Self-Employed,100,Shopkeeper
35,Male,62000,300,235,0,36910,99,No,Rajasthan,Bishanpura,74.766150752135,Salaried,47,Teacher
42,Male,61000,424,363,2,43900,95,No,Maharashtra,Mumbai,72.4530377734141,Self-Employed,78,Shopkeeper
58,Female,58000,566,87,4,60266,61,No,Telangana,Hyderabad,95,Salaried,69,Civil Servant
58,Male,147000,682,514,6,150000,77,Yes,Kerala,Dhulagori,77.3038285990726,Self-Employed,86,Contractor
43,Female,90000,300,362,0,56576,17,No,Uttar Pradesh,Kanpur,95,Salaried,36,Doctor
48,Male,101000,428,142,2,148666,49,No,West Bengal,Kolkata,50.2849978105808,Freelancer,96,Independent Consultant
61,Female,81000,383,340,1,137240,79,No,Maharashtra,Pune,95,Salaried,48,Banker
19,Male,36000,784,504,8,93035,189,Yes,West Bengal,Kolkata,78.4897190391426,Salaried,100,Software Engineer
39,Female,60000,403,212,1,100760,78,No,Telangana,Dhulagori,59.6773656545869,Salaried,87,Civil Servant
59,Male,121000,475,201,3,129592,35,No,Rajasthan,Bishanpura,62.9970169132269,Salaried,98,Teacher
47,Male,52000,380,60,1,132832,54,No,Rajasthan,Udaipur,59.4651122114956,Salaried,61,Banker
33,Male,36000,660,493,6,48440,66,Yes,Kerala,Thiruvananthapuram,91.3564149441545,Salaried,87,Doctor
40,Male,112000,631,490,6,101075,202,No,Uttar Pradesh,Kanpur,55.4733183232587,Salaried,100,Teacher
66,Male,85000,437,433,2,150000,89,No,Karnataka,Bengaluru,82.5210099660286,Self-Employed,55,Business Owner
38,Female,19000,725,129,7,91901,226,Yes,Delhi,New Delhi,40,Freelancer,97,Graphic Designer
22,Male,48000,741,498,8,131484,205,Yes,Telangana,Hyderabad,56.0219902657952,Salaried,95,Banker
52,Female,50000,600,593,5,103814,75,No,Uttar Pradesh,Lucknow,85.8662217901586,Salaried,71,Teacher
40,Male,43000,374,403,1,149518,72,No,Delhi,New Delhi,63.489813594619,Freelancer,70,Photographer
52,Female,26000,783,500,8,122707,95,Yes,Maharashtra,Pune,70.4725426916947,Self-Employed,100,Contractor
40,Male,56000,456,388,2,62719,97,No,Tamil Nadu,Chennai,94.377590246615,Self-Employed,52,Shopkeeper
31,Female,82000,779,499,8,150000,264,Yes,Uttar Pradesh,Kanpur,72.6020013830393,Salaried,95,Civil Servant
48,Male,91000,607,282,5,150000,125,No,Kerala,Thiruvananthapuram,72.6937426736564,Self-Employed,94,Business Owner
35,Male,26000,313,359,0,25056,114,No,West Bengal,Kolkata,51.8146483010042,Freelancer,55,Photographer
27,Male,34000,529,370,4,150000,50,No,Kerala,Thiruvananthapuram,79.3355285503719,Self-Employed,78,Contractor
41,Male,55000,809,429,9,108017,331,Yes,Maharashtra,Nagpur,60.0145666436848,Salaried,95,Banker
25,Female,72000,633,11,6,121960,305,No,Gujarat,Surat,63.3648096759897,Salaried,91,Doctor
24,Female,37000,362,169,1,44151,63,No,Tamil Nadu,Coimbatore,73.8154839947386,Self-Employed,43,Farmer
31,Female,69000,300,573,0,68653,97,No,Telangana,Hyderabad,52.1720754423886,Student,47,Student
51,Female,46000,320,604,0,140230,48,No,Uttar Pradesh,Lucknow,51.0840352736219,Salaried,76,Civil Servant
54,Female,159000,669,484,6,118933,260,Yes,West Bengal,Kolkata,95,Salaried,73,Software Engineer
23,Male,55000,635,15,6,59516,205,No,Tamil Nadu,Chennai,74.1992560799413,Salaried,100,Software Engineer
56,Male,29000,300,522,0,24625,21,No,Tamil Nadu,Channarayapatna,65.5254750855736,Student,32,Student
20,Male,24000,607,586,5,61141,226,No,Tamil Nadu,Coimbatore,90.6197731205895,Self-Employed,90,Shopkeeper
64,Female,182000,660,327,6,150000,298,Yes,Telangana,Hyderabad,95,Salaried,95,Banker
49,Male,29000,370,514,1,37141,14,No,Delhi,New Delhi,78.4286706908869,Self-Employed,51,Shopkeeper
55,Female,57000,402,435,1,44700,53,No,Kerala,Kochi,68.4375662922204,Salaried,54,Doctor
23,Male,38000,353,73,0,150000,77,No,Uttar Pradesh,Lucknow,69.9276270507639,Salaried,62,Civil Servant
61,Male,79000,850,82,10,86659,231,Yes,Gujarat,Surat,40,Salaried,100,Civil Servant
54,Female,70000,812,372,9,82503,97,Yes,Uttar Pradesh,Manjari,74.2615103145176,Student,95,Student
41,Female,53000,722,309,7,150000,249,Yes,Kerala,Thiruvananthapuram,79.7286388457873,Student,95,Student
65,Male,102000,782,451,8,91632,111,Yes,Karnataka,Bengaluru,40,Freelancer,92,Independent Consultant
37,Female,98000,850,238,10,150000,311,Yes,Maharashtra,Nagpur,79.3470369149264,Salaried,96,Doctor
43,Male,58000,624,323,5,101494,322,No,Tamil Nadu,Bishanpura,66.0149653552727,Salaried,100,Civil Servant
54,Male,47000,755,559,8,118956,156,Yes,Delhi,New Delhi,52.3260309136261,Salaried,100,Doctor
30,Male,77000,399,223,1,74426,58,No,Kerala,Thiruvananthapuram,86.8336883148961,Salaried,39,Civil Servant
39,Male,33000,720,318,7,60012,167,Yes,Karnataka,Bengaluru,66.7484817973307,Salaried,96,Software Engineer
53,Female,132000,389,201,1,123412,67,No,Gujarat,Ahmedabad,95,Self-Employed,44,Shopkeeper
47,Male,51000,584,601,5,112526,55,No,Maharashtra,Mumbai,87.0130984516038,Self-Employed,84,Farmer
18,Female,53000,389,580,1,47554,71,No,Karnataka,Bengaluru,74.3162138178534,Salaried,64,Software Engineer
55,Female,115000,850,46,10,134391,218,Yes,Karnataka,Bengaluru,58.1784856656809,Salaried,90,Doctor
18,Other,28000,399,488,1,53873,101,No,Rajasthan,Jaipur,95,Self-Employed,41,Shopkeeper
29,Male,59000,448,586,2,149231,95,No,Delhi,New Delhi,95,Salaried,34,Doctor
31,Female,17000,622,374,5,31522,352,No,Uttar Pradesh,Lucknow,95,Salaried,79,Teacher
53,Female,82000,342,243,0,107909,100,No,Delhi,New Delhi,77.4999563010285,Salaried,56,Teacher
46,Female,113000,457,449,2,141748,119,No,West Bengal,Kolkata,95,Salaried,69,Doctor
29,Male,54000,542,114,4,150000,62,No,Maharashtra,Nagpur,95,Self-Employed,59,Farmer
40,Female,59000,480,499,3,87686,28,No,Kerala,Kochi,52.8643476506186,Salaried,95,Civil Servant
40,Male,27000,539,61,4,40887,58,No,Uttar Pradesh,Lucknow,95,Self-Employed,51,Farmer
43,Male,100000,567,324,4,150000,81,No,West Bengal,Kolkata,88.8638782736243,Salaried,71,Doctor
44,Male,69000,519,145,3,150000,20,No,Kerala,Kochi,95,Self-Employed,41,Business Owner
38,Female,23000,300,173,0,14154,79,No,Rajasthan,Jaipur,50.4218815336454,Self-Employed,59,Farmer
25,Male,18000,300,158,0,63495,17,No,Karnataka,Mysuru,84.2039980391052,Salaried,52,Teacher
63,Male,91000,324,349,0,121240,77,No,Gujarat,Surat,51.6158505452597,Freelancer,54,Writer
44,Female,63000,792,6,8,150000,138,Yes,Telangana,Channarayapatna,59.9354588080169,Salaried,100,Software Engineer
51,Female,116000,586,600,5,150000,71,No,Tamil Nadu,Coimbatore,60.2933735992454,Self-Employed,84,Business Owner
27,Female,21000,322,455,0,27301,67,No,Telangana,Hyderabad,95,Unemployed,0,NA
23,Male,36000,468,535,3,150000,107,No,Karnataka,Bengaluru,60.0896691166242,Self-Employed,61,Contractor
67,Female,118000,644,277,6,66690,234,No,Rajasthan,Udaipur,59.7877470619922,Self-Employed,100,Farmer
55,Male,144000,551,215,4,150000,20,No,Rajasthan,Udaipur,86.8391198807843,Salaried,79,Software Engineer
42,Male,62000,768,165,8,126529,348,Yes,Telangana,Hyderabad,83.2767484642781,Self-Employed,92,Shopkeeper
37,Female,98000,442,274,2,114161,106,No,Karnataka,Bengaluru,72.9248813166603,Salaried,72,Civil Servant
31,Female,28000,300,65,0,74897,26,No,Uttar Pradesh,Kanpur,50.2892503668121,Self-Employed,72,Contractor
